date_time,temp,rain_1h,snow_1h,clouds_all,traffic_volume,weather_description,holiday,Clear,Clouds,Drizzle,Fog,Haze,Mist,Rain,Smoke,Snow,Squall,Thunderstorm
2012-10-03 16:00:00,295.13,0.0,0.0,1.0,6137.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-03 18:00:00,293.66,0.0,0.0,20.0,4623.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-03 19:00:00,290.65,0.0,0.0,20.0,3591.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-03 20:00:00,288.19,0.0,0.0,20.0,2898.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-03 21:00:00,287.1,0.0,0.0,1.0,2637.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-03 22:00:00,286.25,0.0,0.0,1.0,1777.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-03 23:00:00,285.26,0.0,0.0,1.0,1015.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 00:00:00,284.55,0.0,0.0,1.0,598.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 01:00:00,283.47,0.0,0.0,1.0,369.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 02:00:00,283.17,0.0,0.0,1.0,312.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 03:00:00,282.04,0.0,0.0,1.0,367.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 04:00:00,281.69,0.0,0.0,1.0,835.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 05:00:00,281.32,0.0,0.0,1.0,2726.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 06:00:00,280.74,0.0,0.0,1.0,5689.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 07:00:00,280.57,0.0,0.0,1.0,6990.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 08:00:00,281.86,0.0,0.0,1.0,5985.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 09:00:00,284.98,0.0,0.0,1.0,5309.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 10:00:00,289.18,0.0,0.0,1.0,4603.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 11:00:00,291.55,0.0,0.0,1.0,4884.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 12:00:00,294.97,0.0,0.0,1.0,5104.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 13:00:00,296.38,0.0,0.0,1.0,5178.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 14:00:00,297.32,0.0,0.0,1.0,5501.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 15:00:00,298.17,0.0,0.0,1.0,5713.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-04 16:00:00,298.06,0.0,0.0,20.0,6292.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-04 17:00:00,297.67,0.0,0.0,20.0,6057.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-04 18:00:00,296.36,0.0,0.0,40.0,4907.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-04 19:00:00,293.85,0.0,0.0,40.0,3503.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-04 20:00:00,292.43,0.0,0.0,40.0,3037.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-04 21:00:00,291.77,0.0,0.0,75.0,2822.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-04 22:00:00,291.36,0.0,0.0,75.0,1992.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-04 23:00:00,291.12,0.0,0.0,75.0,1166.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 00:00:00,290.63,0.0,0.0,75.0,627.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 01:00:00,290.46,0.0,0.0,40.0,388.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 03:00:00,289.26,0.0,0.0,0.0,368.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-05 05:00:00,283.21,0.0,0.0,75.0,2489.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 06:00:00,282.24,0.0,0.0,90.0,5537.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 07:00:00,281.69,0.0,0.0,90.0,6628.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 08:00:00,280.57,0.0,0.0,90.0,5534.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 09:00:00,280.02,0.0,0.0,75.0,5403.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 10:00:00,280.11,0.0,0.0,75.0,4770.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 11:00:00,280.0,0.0,0.0,90.0,5217.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 12:00:00,280.53,0.0,0.0,90.0,5870.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 13:00:00,281.43,0.0,0.0,75.0,5967.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 14:00:00,281.78,0.0,0.0,90.0,6108.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 15:00:00,281.91,0.0,0.0,90.0,6128.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 16:00:00,281.73,0.0,0.0,90.0,6069.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 17:00:00,281.42,0.0,0.0,90.0,6169.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 18:00:00,280.87,0.0,0.0,90.0,5384.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 19:00:00,280.15,0.0,0.0,90.0,4063.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 20:00:00,279.78,0.0,0.0,90.0,3364.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 21:00:00,279.65,0.0,0.0,75.0,2971.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 22:00:00,279.22,0.0,0.0,40.0,2450.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-05 23:00:00,279.06,0.0,0.0,40.0,1832.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 00:00:00,278.81,0.0,0.0,90.0,1231.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 01:00:00,278.55,0.0,0.0,90.0,718.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 02:00:00,278.59,0.0,0.0,90.0,545.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 04:00:00,276.99,0.0,0.0,75.0,411.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 05:00:00,276.35,0.0,0.0,20.0,688.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 06:00:00,275.4,0.0,0.0,1.0,1352.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-06 07:00:00,275.17,0.0,0.0,1.0,2072.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-06 08:00:00,274.99,0.0,0.0,1.0,3342.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-06 09:00:00,275.09,0.0,0.0,40.0,4258.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 10:00:00,276.88,0.0,0.0,20.0,4861.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 11:00:00,278.04,0.0,0.0,20.0,5191.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 12:00:00,279.08,0.0,0.0,40.0,5669.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 13:00:00,280.12,0.0,0.0,75.0,5074.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 14:00:00,280.25,0.0,0.0,75.0,5025.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 15:00:00,280.0,0.0,0.0,75.0,5153.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 16:00:00,279.06,0.0,0.0,90.0,5024.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 17:00:00,278.91,0.0,0.0,90.0,4779.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 18:00:00,278.39,0.0,0.0,90.0,4362.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 19:00:00,278.16,0.0,0.0,90.0,3860.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 20:00:00,278.16,0.0,0.0,90.0,3160.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 21:00:00,277.93,0.0,0.0,90.0,2992.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 22:00:00,276.9,0.0,0.0,90.0,3202.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-06 23:00:00,276.34,0.0,0.0,75.0,1941.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 00:00:00,276.11,0.0,0.0,75.0,1233.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 03:00:00,275.73,0.0,0.0,90.0,323.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 04:00:00,275.65,0.0,0.0,90.0,312.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 05:00:00,275.51,0.0,0.0,75.0,627.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 06:00:00,275.05,0.0,0.0,90.0,1508.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 07:00:00,274.77,0.0,0.0,90.0,1539.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 08:00:00,274.77,0.0,0.0,75.0,2232.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 09:00:00,275.55,0.0,0.0,75.0,4568.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 10:00:00,276.24,0.0,0.0,75.0,4624.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 11:00:00,277.01,0.0,0.0,90.0,4529.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 12:00:00,277.43,0.0,0.0,90.0,5139.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 13:00:00,278.45,0.0,0.0,90.0,6640.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 14:00:00,279.27,0.0,0.0,90.0,6589.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 15:00:00,279.27,0.0,0.0,90.0,4429.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 16:00:00,279.44,0.0,0.0,90.0,4329.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 17:00:00,279.32,0.0,0.0,90.0,3833.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 18:00:00,279.27,0.0,0.0,90.0,4015.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 19:00:00,278.11,0.0,0.0,90.0,3382.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 20:00:00,276.79,0.0,0.0,75.0,2815.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 21:00:00,275.73,0.0,0.0,90.0,2110.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 22:00:00,274.88,0.0,0.0,75.0,1555.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-07 23:00:00,273.92,0.0,0.0,20.0,959.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 00:00:00,273.08,0.0,0.0,20.0,455.0,few clouds,1,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 01:00:00,272.62,0.0,0.0,20.0,336.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 02:00:00,271.78,0.0,0.0,1.0,265.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 03:00:00,271.05,0.0,0.0,1.0,314.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 04:00:00,270.63,0.0,0.0,1.0,779.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 05:00:00,270.33,0.0,0.0,1.0,2571.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 06:00:00,269.61,0.0,0.0,20.0,5563.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 07:00:00,270.01,0.0,0.0,20.0,6676.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 08:00:00,271.23,0.0,0.0,20.0,5966.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 09:00:00,273.71,0.0,0.0,20.0,4832.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 10:00:00,276.77,0.0,0.0,20.0,4395.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 11:00:00,279.47,0.0,0.0,20.0,4411.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 12:00:00,279.84,0.0,0.0,1.0,4648.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 13:00:00,282.34,0.0,0.0,40.0,4602.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 14:00:00,282.94,0.0,0.0,40.0,5125.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 15:00:00,283.48,0.0,0.0,1.0,5502.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 16:00:00,284.33,0.0,0.0,1.0,5979.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 17:00:00,284.48,0.0,0.0,40.0,5663.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 18:00:00,284.23,0.0,0.0,40.0,4259.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 19:00:00,281.99,0.0,0.0,20.0,3069.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-08 20:00:00,279.81,0.0,0.0,1.0,2378.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 21:00:00,279.35,0.0,0.0,1.0,2030.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 22:00:00,278.9,0.0,0.0,1.0,1400.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-08 23:00:00,278.46,0.0,0.0,1.0,917.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-09 00:00:00,277.78,0.0,0.0,1.0,515.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-09 01:00:00,277.27,0.0,0.0,1.0,302.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-09 02:00:00,277.47,0.0,0.0,1.0,251.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-09 04:00:00,276.97,0.0,0.0,20.0,798.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 05:00:00,276.52,0.0,0.0,40.0,2678.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 06:00:00,276.6,0.0,0.0,40.0,5733.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 07:00:00,277.31,0.0,0.0,75.0,6449.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 08:00:00,278.38,0.0,0.0,90.0,5765.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 09:00:00,279.35,0.0,0.0,90.0,5599.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 10:00:00,281.37,0.0,0.0,90.0,4534.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 11:00:00,283.11,0.0,0.0,90.0,4691.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 12:00:00,284.08,0.0,0.0,75.0,5067.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 13:00:00,285.14,0.0,0.0,75.0,5030.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 14:00:00,286.35,0.0,0.0,90.0,5300.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 15:00:00,287.23,0.0,0.0,100.0,5777.0,light rain,0,0,0,0,0,0,0,1,0,0,0,0
2012-10-09 16:00:00,288.53,0.0,0.0,90.0,6349.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 17:00:00,290.37,0.0,0.0,90.0,6127.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 18:00:00,290.13,0.0,0.0,90.0,4460.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 19:00:00,288.86,0.0,0.0,75.0,3418.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 20:00:00,287.36,0.0,0.0,90.0,2775.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 21:00:00,285.11,0.0,0.0,90.0,2306.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 22:00:00,283.46,0.0,0.0,90.0,1846.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-09 23:00:00,282.45,0.0,0.0,90.0,947.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-10 00:00:00,281.88,0.0,0.0,90.0,494.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-10 01:00:00,281.78,0.0,0.0,90.0,332.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-10 02:00:00,281.09,0.0,0.0,75.0,261.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-10 03:00:00,281.17,0.0,0.0,90.0,361.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-10 06:00:00,281.25,0.0,0.0,92.0,5875.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-10 07:00:00,281.25,0.0,0.0,99.0,6793.0,"light intensity drizzle,light rain",0,0,0,1,0,0,0,1,0,0,0,0
2012-10-10 08:00:00,280.1,0.0,0.0,99.0,6283.0,"light intensity drizzle,light rain",0,0,0,1,0,0,0,1,0,0,0,0
2012-10-10 09:00:00,279.61,0.0,0.0,99.0,5680.0,"light intensity drizzle,light rain",0,0,0,1,0,0,0,1,0,0,0,0
2012-10-10 10:00:00,279.67,0.0,0.0,99.0,4632.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-10 11:00:00,280.19,0.0,0.0,1.0,4887.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-10 12:00:00,282.09,0.0,0.0,75.0,5030.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-10 13:00:00,282.26,0.0,0.0,75.0,5067.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-10 14:00:00,282.05,0.0,0.0,90.0,5227.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-10 15:00:00,281.59,0.0,0.0,90.0,5610.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-10 16:00:00,281.23,0.0,0.0,81.0,6286.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-10 18:00:00,282.6,0.0,0.0,81.0,4775.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-10 19:00:00,282.6,0.0,0.0,81.0,3340.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-10 20:00:00,282.6,0.0,0.0,81.0,3013.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-10 21:00:00,282.6,0.0,0.0,81.0,2603.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-10 22:00:00,282.6,0.0,0.0,81.0,1910.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-10 23:00:00,282.6,0.0,0.0,81.0,1037.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-11 01:00:00,273.9,0.0,0.0,1.0,347.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-11 03:00:00,274.4,0.0,0.0,75.0,350.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 04:00:00,274.05,0.0,0.0,75.0,850.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 05:00:00,273.71,0.0,0.0,40.0,2791.0,scattered clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 06:00:00,272.66,0.0,0.0,1.0,5809.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-11 07:00:00,272.65,0.0,0.0,1.0,6798.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-11 08:00:00,272.52,0.0,0.0,1.0,6304.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-11 09:00:00,275.19,0.0,0.0,20.0,5291.0,few clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 10:00:00,275.34,0.0,0.0,1.0,4638.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-11 14:00:00,284.1,0.0,0.0,50.0,5557.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-11 15:00:00,284.1,0.0,0.0,50.0,5818.0,sky is clear,0,1,0,0,0,0,0,0,0,0,0,0
2012-10-11 16:00:00,283.78,0.0,0.0,75.0,6272.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 17:00:00,283.52,0.0,0.0,75.0,5944.0,broken clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 18:00:00,283.32,0.0,0.0,90.0,4949.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 19:00:00,282.06,0.0,0.0,90.0,3511.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 20:00:00,281.95,0.0,0.0,90.0,3039.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 21:00:00,281.81,0.0,0.0,90.0,2679.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 22:00:00,282.16,0.0,0.0,90.0,2094.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-11 23:00:00,282.53,0.0,0.0,90.0,1284.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-12 00:00:00,283.91,0.0,0.0,90.0,630.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
2012-10-12 01:00:00,284.64,0.0,0.0,90.0,410.0,overcast clouds,0,0,1,0,0,0,0,0,0,0,0,0
